11685675,1,0.03,6.0,2.0,6.0
11685675,1,0.02,4.5,2.0,4.5
11796806,1,6.8,43.0,43.0,14.0
13937660,1,2.0,30.0,12.0,40.0
13980462,1,0.1,14.0,21.0,0.0
14066974,2,0.04,4.0,9.0,4.0
14066974,2,0.045,4.0,4.0,8.5
15368106,1,0.02,7.5,2.0,9.0
15368106,1,0.02,6.5,2.0,4.5
15368106,1,0.228,22.0,9.5,22.0
15368106,1,0.03,6.0,2.0,6.0
15368106,1,0.02,4.5,2.0,4.5
15391610,1,1.0,10.0,25.0,3.0
16046855,2,7.7,35.0,65.0,15.0
16046855,10,0.36,20.0,20.0,15.0
16046855,8,0.36,20.0,20.0,15.0
16046855,10,0.36,20.0,20.0,15.0
16046855,6,0.36,20.0,20.0,15.0
16046855,6,0.36,20.0,20.0,15.0
16500717,1,0.1,10.0,10.0,10.0
16500717,1,0.1,20.0,20.0,1.0
17109226,1,0.5,15.0,20.0,10.0
17493201,1,2.0,28.0,54.0,25.0
17606994,1,2.0,50.0,50.0,25.0
17636769,1,0.36,20.0,20.0,15.0
17636769,1,15.3,50.0,80.0,10.0
17636769,2,0.36,20.0,20.0,15.0
18190575,1,0.1,20.0,20.0,1.0
18190575,1,0.1,10.0,10.0,10.0
18324165,2,0.36,20.0,20.0,16.0
18324165,2,0.36,20.0,20.0,16.0
18324165,2,0.36,20.0,20.0,15.0
18324165,2,0.36,20.0,20.0,16.0
18324165,3,0.36,20.0,20.0,15.0
18324165,1,0.8,30.0,20.0,40.0
18324165,1,0.36,20.0,20.0,15.0
18435166,1,0.5,11.0,16.0,5.0
18435166,1,0.5,11.0,16.0,5.0
18435166,1,0.5,11.0,16.0,5.0
18557277,1,1.0,0.15,0.25,0.1
18557277,1,1.0,0.15,0.25,0.1
18570735,1,1.15,22.0,22.0,32.0
19041902,1,0.3,14.0,22.0,7.5
19066240,1,1.6,22.0,32.0,3.0
19801266,2,0.1,7.0,10.0,1.0
20531411,1,0.35,18.0,27.0,9.0
20616917,1,0.55,1.0,1.0,1.0
20616917,2,0.37,1.0,1.0,1.0
20616917,1,0.37,1.0,1.0,1.0
20616917,1,0.55,1.0,1.0,1.0
20616917,1,0.25,1.0,1.0,1.0
20616917,1,0.25,1.0,1.0,1.0
20616917,1,0.25,1.0,1.0,1.0
20616917,1,0.31,1.0,1.0,1.0
20616917,1,0.31,1.0,1.0,1.0
20616917,1,0.31,1.0,1.0,1.0
20616917,1,0.01,1.0,1.0,1.0
20616917,1,0.37,1.0,1.0,1.0
20616917,1,0.37,1.0,1.0,1.0
20616917,1,0.37,1.0,1.0,1.0
20791771,1,0.3,18.0,27.0,9.0
20791771,1,0.35,18.0,27.0,9.0
20791771,1,0.3,18.0,27.0,9.0
20919175,1,0.5,11.0,16.0,5.0
21140499,1,0.8,11.0,18.0,3.0
21140499,1,0.35,24.0,24.0,3.0
21177418,1,0.5,15.0,20.0,10.0
21436377,1,0.35,18.0,27.0,9.0
21844346,1,0.2,14.0,21.0,7.0
21844346,1,0.35,14.0,21.0,7.0
21852626,1,0.3,7.0,20.0,20.0
22325516,1,0.1,5.0,5.0,5.0
22325516,1,0.1,11.0,14.0,4.0
22353658,1,0.001,6.0,11.0,0.01
22431536,1,0.5,11.0,16.0,5.0
22731121,1,0.3,10.0,15.0,10.0
23085930,1,0.1,10.0,10.0,2.0
23085930,1,0.01,7.0,11.0,1.5
23085930,2,0.005,4.0,4.0,1.0
23504792,1,4.0,35.0,35.0,28.0
23560436,1,1.0,20.0,30.0,10.0
23821105,4,0.12,4.0,5.0,17.0
24020425,1,0.15,5.0,5.0,5.0
24063359,1,0.516,20.5,16.0,5.5
24063359,1,0.55,5.0,66.0,5.0
24170927,1,0.3,15.0,20.0,10.0
24170927,1,0.5,16.0,30.0,3.0
24198291,1,0.3,15.0,15.0,15.0
24315077,3,0.5,15.0,15.0,10.0
24315077,1,1.0,25.0,25.0,18.0
24315077,1,0.1,23.0,12.0,14.0
24368314,1,0.3,18.0,27.0,9.0
24368314,1,0.3,18.0,27.0,9.0
24368314,1,0.3,18.0,27.0,9.0
24368314,1,0.25,18.0,27.0,9.0
24382475,1,0.3,0.3,0.05,0.45
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.45,22.0,22.0,4.0
24447822,1,0.9,22.0,22.0,10.0
24582130,1,0.2,20.0,2.0,20.0
24592350,1,1.0,25.0,16.0,6.0
24602063,1,0.02,5.0,2.0,6.0
24821669,1,0.12,13.5,19.0,1.5
24927618,1,0.25,12.0,12.0,12.0
25212748,1,0.4,10.0,14.0,3.0
25212748,1,1.1,23.0,30.0,5.0
25212748,1,1.0,25.0,25.0,15.0
25349056,1,0.35,13.5,19.0,1.5
25349056,1,0.12,13.5,19.0,1.5
25560135,1,0.02,2.0,2.0,2.0
25560135,1,0.02,2.0,2.0,2.0
25658486,2,1.43,42.0,26.0,10.5
25658486,2,1.38,46.5,20.0,10.5
25658486,1,2.0,39.0,39.0,10.0
25658486,4,0.25,10.0,19.0,4.0
25667930,2,1.69,22.0,32.0,2.0
25667930,1,0.35,22.0,32.0,1.0
25670150,1,1.3,21.0,21.0,8.0
25673574,1,0.02,2.0,2.0,2.0
25673574,1,0.02,5.0,5.0,5.0
25673574,1,0.05,5.0,5.0,5.0
25817760,1,0.3,19.0,23.0,6.0
25845909,1,0.5,15.0,20.0,10.0
25845909,1,0.3,15.0,20.0,10.0
25886432,3,300.0,20.0,20.0,10.0
25906386,1,0.7,18.0,27.0,11.0
25914447,1,1.69,44.0,33.0,2.0
25914447,1,1.69,44.0,33.0,2.0
25914447,1,3.25,24.0,44.0,3.0
25914447,1,1.55,33.0,43.0,3.0
25914447,1,0.675,44.0,33.0,2.0
25914447,1,0.675,44.0,33.0,2.0
25914447,1,0.675,44.0,33.0,2.0
25914447,1,0.675,44.0,33.0,2.0
25914447,1,1.69,44.0,32.0,2.0
25914447,1,0.5,22.0,33.0,3.0
